8.395013188550232153e-02 1.025916728789174753e-01 1.595067387327142594e-02
8.205148553082702856e-02 9.710515473430993139e-02 9.516292865123232581e-03
8.215512310693023901e-02 9.320951436107995092e-02 1.031648522123285172e-02
8.201234018037079077e-02 4.142367277687432348e-02 1.460229759916253922e-02
8.005288218686340551e-02 3.643777404373528539e-02 7.776016051616152502e-03
7.898460303971527319e-02 3.196398351734520971e-02 4.183882529582461096e-03
8.017383491227386694e-02 2.861111794060113012e-02 8.811348731364687659e-03
7.926984106728790502e-02 -2.684422026926634730e-02 8.717650229777773596e-03
7.878284131715057592e-02 -3.088100444132445277e-02 7.099086100902041174e-03
7.879976903626678686e-02 -3.480085547620413722e-02 7.316285426463564612e-03
8.092915987202881078e-02 -3.833955715948698939e-02 1.526134615644403336e-02
8.137086009213684301e-02 -9.384689390266297282e-02 1.802414065107293961e-02
7.947112595269439916e-02 -9.766059185916541041e-02 1.107221251234002946e-02
7.944448267647979955e-02 -1.015967224126493734e-01 1.098054056867547867e-02
8.085462426373718481e-02 -1.057025529777443212e-01 1.614945536359735367e-02
7.866930937001465063e-02 1.055230144078099924e-01 1.118778591855951188e-02
7.634548818299530248e-02 9.965522025173546850e-02 3.071898276652773596e-03
7.514893984029052953e-02 9.476395879333855687e-02 -9.068309713941014039e-04
7.524912034699676733e-02 9.092005525177361547e-02 -1.166521956067478882e-04
7.845324253270385961e-02 8.942187760418297826e-02 1.211636667951532242e-02
7.772199784943817358e-02 4.521046016758324682e-02 1.349245911344476578e-02
7.475180899331329565e-02 3.962991569584252416e-02 2.798312957133730627e-03
7.481449817845581274e-02 3.574565980976464330e-02 3.339761550273379065e-03
7.431003426739929418e-02 3.157178495472313939e-02 1.768344695414980627e-03
7.510253762433288793e-02 2.804935906475426732e-02 5.002671534862002112e-03
7.515747820565460424e-02 2.415123019760491430e-02 5.491250808085879065e-03
7.548825418183563452e-02 -2.287915166074393214e-02 9.478980357493838049e-03
7.383780156800506811e-02 -2.720510031634924830e-02 3.500872905101259924e-03
7.368966912457702856e-02 -3.114178966337798060e-02 3.112608249034365393e-03
7.387298320958374243e-02 -3.500642817074416102e-02 3.951543624247988440e-03
7.404297565648315649e-02 -3.888030912334082545e-02 4.732245261516054846e-03
7.408614432046173315e-02 -4.278154488259909571e-02 5.031281764354189612e-03
7.596118723580597143e-02 -8.979978322589753092e-02 1.300924425825067399e-02
7.526138400265930395e-02 -9.369848578775284709e-02 1.041983967527337906e-02
7.471182917783020239e-02 -9.758505414778349818e-02 8.382791335429629065e-03
7.385043775269745092e-02 -1.014200803225672048e-01 5.172187144603213049e-03
7.550981616208313207e-02 -1.055287067180311483e-01 1.136767273649164078e-02
7.703261052796600561e-02 -1.096781380807792944e-01 1.704412108167596696e-02
7.358698522279022436e-02 1.085385176951253611e-01 6.977015788402041174e-03
7.275006150433777075e-02 1.038693431431615549e-01 4.288548285808047034e-03
7.129478429982422094e-02 9.872012768333794652e-02 -7.308184553723728882e-04
6.937558924386261205e-02 9.324930046146752416e-02 -7.505184357319394373e-03
6.947283422181366186e-02 8.943885002678277074e-02 -6.721323673878232263e-03
7.053607677647827368e-02 8.636907671039940892e-02 -2.314811890278378748e-03
7.445895647237060766e-02 4.958196912353875219e-02 1.619570856794305680e-02
7.170414900014160375e-02 4.402890239303948461e-02 6.124252135600527502e-03
7.063309823701141577e-02 3.950553570335747777e-02 2.397531325664004065e-03
7.069435691067932348e-02 3.562540743893029271e-02 2.938801104869326331e-03
6.943468724915741186e-02 3.106180761402489721e-02 -1.522070114765683435e-03
6.981357907483337621e-02 2.735889885967614232e-02 2.026498864550196899e-04
6.986692523190735082e-02 2.348596785610558568e-02 6.883681367296778930e-04
7.145023321339843969e-02 2.031607363766076146e-02 6.956571395244082190e-03
7.249204789826629858e-02 -1.869005526954291285e-02 1.321964865430780289e-02
7.089860712716339330e-02 -2.305466498786566676e-02 7.354670817698916174e-03
6.954163288304565649e-02 -2.730411853248236598e-02 2.376192862834414221e-03
6.943501507470367651e-02 -3.122435327226279200e-02 2.136045749034365393e-03
6.926247452924011450e-02 -3.515448983365652980e-02 1.636260802592715002e-03
6.927578126618622045e-02 -3.904369663054106654e-02 1.833909804667910315e-03
6.997017537781952123e-02 -4.281839917952177943e-02 4.611128623332461096e-03
7.035058712193725805e-02 -4.666603546196577967e-02 6.186956221904238440e-03
7.281511997411010961e-02 -8.587540689462778987e-02 1.638334398969598649e-02
7.188029562661407690e-02 -8.978813424313424052e-02 1.286053066953607438e-02
7.022546207139251928e-02 -9.361791520917771281e-02 6.589287574138125159e-03
6.781747912595031957e-02 -9.732244167083857478e-02 -2.556806748066464685e-03
6.779186402985809545e-02 -1.011885181402599615e-01 -2.647107784901181482e-03
7.173855578133819799e-02 -1.055419948285257620e-01 1.236765986188836930e-02
7.213540350625274877e-02 -1.095387954598104757e-01 1.386707430585809586e-02
6.997744714448211889e-02 1.127958688551747995e-01 8.214110190715273596e-03
6.912036215493438940e-02 1.080747488552892405e-01 5.400592143382509924e-03
6.889483308026550512e-02 1.039277407938802439e-01 4.989081675853213049e-03
6.555213009545562963e-02 9.716894660538079320e-02 -7.348006909046689294e-03
6.436140810677765112e-02 9.230276380127312719e-02 -1.147485369936041000e-02
6.437011038491485815e-02 8.844412301128747045e-02 -1.102382535234502914e-02
6.469291423985717993e-02 8.483151529377343236e-02 -9.377545063648740076e-03
7.223236536214111547e-02 8.673682246750237523e-02 1.990937596067376969e-02
7.064117466637848120e-02 4.966595206802727758e-02 1.718449002012201188e-02
6.761170899102447729e-02 4.392197166031243383e-02 5.859845931376894690e-03
6.532187735268829565e-02 3.870608840530755101e-02 -2.634769623432675623e-03
6.536138033101318578e-02 3.484133813923241674e-02 -2.173668091450253748e-03
6.360213433930633764e-02 3.003037903850915014e-02 -8.650666420612851404e-03
6.168262635895965795e-02 2.520335648601891576e-02 -1.575846070543340804e-02
6.506688868233917455e-02 2.303549085205437719e-02 -2.431338970814267419e-03
6.709888552853821020e-02 2.010702524727227269e-02 5.681091601695498206e-03
6.832173442075012426e-02 -1.875791515761969508e-02 1.272516852125116227e-02
6.578496073910949926e-02 -2.337562854940054835e-02 3.096514994945009924e-03
6.431771790215728979e-02 -2.763558368736861171e-02 -2.406543438587704919e-03
6.280590569207428198e-02 -3.185140903646109523e-02 -8.093184178028622888e-03
6.248201405236480932e-02 -3.576249073797820033e-02 -9.192293827686826013e-03
6.283369635770080786e-02 -3.953281234556792201e-02 -7.684832756672421716e-03
6.555373942086456518e-02 -4.290841709429381312e-02 2.985590751018007971e-03
6.659887706467865209e-02 -4.664271886998770655e-02 7.163935954417666174e-03
6.834411596486328344e-02 -8.585451174134371699e-02 1.475774651273675797e-02
6.523677682111023168e-02 -8.964603211337683619e-02 2.744907195414980627e-03
