7.859534789066838223e-02 1.153598807967540357e-01 1.596678349436542188e-02
7.860011626225041348e-02 1.115045182622310255e-01 1.679349991740008985e-02
7.825375925939606625e-02 1.053570889151927564e-01 7.516156167400089849e-03
7.826020959954785305e-02 1.015536271251079176e-01 8.368741006267277349e-03
7.787490468662308651e-02 4.578168021806446053e-02 5.707155198466984380e-03
7.775215823393391568e-02 4.142651783593860604e-02 2.678881616008488287e-03
7.775298711102532345e-02 3.762155102857318856e-02 3.236423463237492193e-03
7.817661594789551693e-02 3.553063499101367928e-02 1.610590073527118360e-02
7.777871582847165066e-02 -1.970211339823040031e-02 1.100755783976337110e-02
7.769225742857979733e-02 -2.372012583247455619e-02 8.867512673747746099e-03
7.746133972149418789e-02 -2.798417133919033073e-02 2.469013661754337896e-03
7.781231422167347866e-02 -3.118829352489742301e-02 1.317216011942645704e-02
7.738372329812573391e-02 -8.911592809191974662e-02 5.201886624705998052e-03
7.737371158044861752e-02 -9.294140262237819694e-02 5.145083398235050787e-03
7.468704525571392971e-02 1.192155860579845045e-01 1.517231318415424024e-02
7.447704877894448239e-02 1.136884622491237257e-01 8.923541039836613287e-03
7.437623869817780453e-02 1.090664051688548658e-01 6.288777322185246099e-03
7.416648995321320492e-02 1.036512486852046583e-01 1.270625056049023982e-05
7.414433006387280423e-02 9.968645202287403084e-02 -2.949383794048632268e-05
7.414845954816864926e-02 9.591651784547534920e-02 7.971033758046308648e-04
7.405176963847207028e-02 4.961346911557880379e-02 5.231271714580265630e-03
7.377315703969525296e-02 4.435419367917743660e-02 -3.570605784046443354e-03
7.375581581335591275e-02 4.049333261617389657e-02 -3.581275015461238276e-03
7.375543397110032040e-02 3.671810852655139901e-02 -3.028084307300837885e-03
7.374467160742806393e-02 3.289175855287281014e-02 -2.833355932819636713e-03
7.388223912756966549e-02 2.974090801843372323e-02 2.366493672740666021e-03
7.395465690832661587e-02 -1.583669257990154289e-02 1.083923432291766797e-02
7.368911262791680294e-02 -2.033463788858684562e-02 2.240191430461613287e-03
7.367924433391617733e-02 -2.415904698601993583e-02 2.338598698985783209e-03
7.357808221321629483e-02 -2.817911950579914115e-02 -6.855025583384355414e-04
7.336131688397454220e-02 -3.239926246634754203e-02 -7.666398554432185541e-03
7.359904069643544156e-02 -3.572081697813304924e-02 8.537277883412519586e-04
7.353678737025784451e-02 -8.526607572740944885e-02 3.245781392467228521e-03
7.349051553946064907e-02 -8.906660990498098396e-02 1.944194764507023443e-03
7.347807679515408474e-02 -9.287483727268013023e-02 1.795183152568546880e-03
7.344169374745415646e-02 -9.666354505053791069e-02 8.142695134999433648e-04
7.378951478939579922e-02 -1.007960282050732043e-01 1.303298327387591993e-02
7.105441410284565884e-02 1.257097803271647884e-01 2.508396956385394727e-02
7.069984283488320309e-02 1.184207879222270582e-01 1.189542862833758985e-02
7.056908700805233914e-02 1.133511744655009840e-01 7.511626214397160162e-03
7.034069318514393765e-02 1.074335955298778150e-01 -7.480874353525956977e-04
7.022625785511063534e-02 1.026202373422023389e-01 -4.523028402912410151e-03
7.017545607131051022e-02 9.840559291013446785e-02 -5.793203383075984370e-03
6.999465283196495968e-02 9.308970796235767342e-02 -1.222686913548687304e-02
7.032776270251797635e-02 9.216005431779590584e-02 1.707981557262150396e-03
7.058551740091370541e-02 5.576340185769763924e-02 1.893783661783954297e-02
7.009018790166901547e-02 4.874632584222522713e-02 -2.384677225230058539e-04
6.999369729500340420e-02 4.437000381120410897e-02 -3.469814329731257807e-03
6.996936369877385098e-02 4.045819567807880379e-02 -3.820826082813533198e-03
6.986184250753449398e-02 3.607151734002796151e-02 -7.519949942219050776e-03
6.972386706810521084e-02 3.155209945806232430e-02 -1.245664504109600390e-02
6.986947562735604245e-02 2.861540841230121590e-02 -6.009389429676326166e-03
7.006084937792347866e-02 2.585973667272296883e-02 2.279888123882023443e-03
6.990643982034253079e-02 -1.651158107153209709e-02 2.056013078105656255e-03
6.981639396589325863e-02 -2.057276216975482963e-02 -1.099635630237849604e-03
6.981099415760563809e-02 -2.436969352594646476e-02 -8.330836588023027289e-04
6.962777506750153500e-02 -2.862284255853923820e-02 -7.794846563923152338e-03
6.957313809733914334e-02 -3.250430820218357109e-02 -9.549666910755427729e-03
6.960451435487793881e-02 -3.618049172393116020e-02 -7.818867235767634760e-03
