-7.685844732970113780e-02 -1.145398369357032292e-01
-8.072975917918220889e-02 -1.124467796287531435e-01
-8.096115300712473928e-02 -1.086927192238728301e-01
-7.900463162350790380e-02 -1.037862813426732173e-01
-7.273346710722231045e-02 -9.639950252735234038e-02
-7.287971278920062079e-02 -1.182275171963978050e-01
-7.683622367809105069e-02 -1.160538639780212267e-01
-7.798240864997012245e-02 -1.127301357625842965e-01
-7.820293084425200547e-02 -1.089933287060960293e-01
-7.683731765917863055e-02 -1.044380872314842057e-01
-7.553315950045014215e-02 -9.984406639589205046e-02
-6.912836119685787650e-02 -9.230769580975985156e-02
-7.095327107666954403e-02 -4.833646853634175622e-02
-7.688653615198469404e-02 -4.920747998726429651e-02
-7.814056290767515400e-02 -4.628293681788413910e-02
-7.840725311667243180e-02 -4.252681594608563598e-02
-7.867563896065363216e-02 -3.877584398827360612e-02
-7.649416142503970284e-02 2.082874678801555426e-02
-7.679884437609352243e-02 2.462440360564645617e-02
-7.533159887691072421e-02 3.073513521369368104e-02
-6.321227212953546559e-02 -1.196693117606650036e-01
-7.244623074231636151e-02 -1.194514418240382042e-01
-7.497112032882906341e-02 -1.166926820845352458e-01
-7.519988791517867588e-02 -1.129789846183481827e-01
-7.456606328284930141e-02 -1.088495149082440994e-01
-7.292947871851290786e-02 -1.041748253435922783e-01
-7.182941632408414157e-02 -9.970154219595581124e-02
-6.795318647656943545e-02 -9.363723288315109472e-02
-6.682226103024806185e-02 -5.213167125027567267e-02
-7.423550491911487526e-02 -5.395930152775259975e-02
-7.661078313158962982e-02 -5.195094142786765845e-02
-7.748394528963098438e-02 -4.876550139401183981e-02
-7.549571319095914335e-02 -4.310869570241678689e-02
-7.537281322906901060e-02 -3.902545105380021695e-02
-7.466371417879105743e-02 -3.438706446810313455e-02
-7.747694304351977757e-02 1.094679160869267871e-02
-7.702559580821549678e-02 1.555657922985999655e-02
-7.634133078468662015e-02 2.049019386599234410e-02
-7.381906837752166828e-02 2.782086173450433811e-02
-7.398626469553136464e-02 3.177334381495110216e-02
-7.220515420316306332e-02 8.105732112415438284e-02
-7.725578126369779530e-02 7.729350719413953519e-02
