-8.239177699097528784e-02 -1.010620320804358901e-01
-8.232464211354294237e-02 -9.720693484251656524e-02
-8.086682061905858809e-02 -9.491148244868262418e-02
-8.119004310272932845e-02 -1.017880487592212335e-01
-8.292424682191561203e-02 -9.593367041213837765e-02
-8.469142038529665906e-02 -9.011977969462385551e-02
-8.462653613986229062e-02 -8.639837162880471821e-02
-7.692169984889125900e-02 -9.089561449626210043e-02
-7.872361974068349533e-02 -3.776774651254552473e-02
-8.373314598083589355e-02 -3.002577160243751625e-02
-8.370049265468193500e-02 -2.621703203247213038e-02
-7.901322634145220569e-02 -2.572055219517756577e-02
-7.641547748565342968e-02 -1.066912562811342946e-01
-7.763298284354584744e-02 -1.014125043525870851e-01
-8.068912700059958920e-02 -9.412939861671834607e-02
-8.159418310194896384e-02 -8.933980862834958736e-02
-8.162226443529650710e-02 -8.553161720386698308e-02
-8.155757949172812160e-02 -8.182114883456005627e-02
-7.257390440894581629e-02 -8.729407709511205482e-02
-7.586532137188557734e-02 -4.084600284598379621e-02
-8.046543662540930897e-02 -3.341441746499008991e-02
-8.165288768483390525e-02 -2.871492404911189095e-02
-8.265791403159931938e-02 -2.419840220921809851e-02
-8.402459180911227288e-02 -1.947379258735203872e-02
-7.514143450768473453e-02 -2.171653728255703783e-02
-8.030701559125531797e-02 3.161159258079260237e-02
-8.449431140657254202e-02 3.696488833279602815e-02
-8.469142038529665906e-02 4.078099078516027320e-02
-7.974414861609013805e-02 4.296332958257346318e-02
-8.035580615669983551e-02 9.707707908637223937e-02
-8.205274722069254290e-02 1.009013188695768309e-01
-8.208496914364699082e-02 1.047224863588502725e-01
-6.815836872783218037e-02 -1.156264918032410688e-01
-7.319144780830476316e-02 -1.059154906165490628e-01
-7.469193311142853509e-02 -1.003648169866660639e-01
-7.548791097039746212e-02 -9.564922823682141251e-02
-7.783795628462963911e-02 -8.929993213344913916e-02
-7.784217349315340762e-02 -8.551721597742700798e-02
-7.687289799679253299e-02 -8.273562153025787458e-02
-6.977440154809080863e-02 -8.608678773700528808e-02
-7.209100815852921562e-02 -4.463789316885104913e-02
-7.481554795549492931e-02 -3.862728165512422512e-02
-7.750815718537398813e-02 -3.275823189030237226e-02
-7.902109560002217037e-02 -2.786027868370146571e-02
-8.053185436619222926e-02 -2.302881239612264083e-02
-8.049921040188963428e-02 -1.931314935401271665e-02
-7.917868618036734418e-02 -1.644395138142144136e-02
-7.657904205274558562e-02 2.782907449239883924e-02
-7.900654427410744307e-02 3.257816044854237175e-02
-8.187557980131209001e-02 3.737775722206866658e-02
-8.195853552697023037e-02 4.113048449447812005e-02
-8.013162007528891462e-02 4.429035181966263501e-02
-7.600024180731296264e-02 4.686971252895397871e-02
-7.658460362828099777e-02 9.324184031765722636e-02
-8.131508609967080803e-02 9.710608183846629327e-02
-8.123400198773463032e-02 1.008619811949282158e-01
-8.105482432825597550e-02 1.046266670670140814e-01
-8.005489491201990548e-02 1.084533113777938484e-01
-6.427806063531582570e-02 -1.154902135387808337e-01
-6.919098872467303873e-02 -1.060365693229921857e-01
-6.985341294433328185e-02 -1.014336992350624300e-01
-7.118937547645086406e-02 -9.613645039064595832e-02
-7.190646402061215414e-02 -9.154462411370155317e-02
-7.236023995325382985e-02 -8.725312098941931382e-02
-7.176459961341183358e-02 -8.403693572936471456e-02
-6.592311946681538026e-02 -8.596731240210882252e-02
-6.954924225983283304e-02 -4.356148750438577216e-02
-7.106325681995259713e-02 -3.853439038640793513e-02
-7.286191663973067001e-02 -3.336291592811247569e-02
-7.485293960239025601e-02 -2.813076899058788299e-02
-7.597811764417627955e-02 -2.357806222783192032e-02
-7.594396310219189705e-02 -1.984484617136298215e-02
-7.485302992634107477e-02 -1.679077763491323289e-02
-6.924187865651611207e-02 -1.650786173328172568e-02
-7.175175094461121172e-02 2.359918746309780380e-02
-7.384337081572971140e-02 2.827105882035238146e-02
-7.485503652284619669e-02 3.245825127109468883e-02
-7.741855541664224849e-02 3.713890266877812457e-02
-7.834483081723644937e-02 4.118044474077092731e-02
-7.647844282887041045e-02 4.433890990683307665e-02
-7.462460620907179765e-02 4.758203422676231253e-02
-7.203742399413254338e-02 8.937552533069809124e-02
-7.686356614255517028e-02 9.335757559175443532e-02
-7.767874136403912777e-02 9.712750323444685474e-02
-7.759534525437740415e-02 1.008815050874673214e-01
-7.750588330444108109e-02 1.046403693691358716e-01
-7.714004652269414175e-02 1.084216134808704129e-01
-7.600448501825957104e-02 1.122850039947835415e-01
-6.328868608062414303e-02 -1.082254493936151141e-01
-6.533561289249026349e-02 -1.021140960260850661e-01
-6.552935530190903690e-02 -9.803037586580845564e-02
-6.644267064011026569e-02 -9.321396272775116232e-02
-6.636774242458245987e-02 -8.942983188139509709e-02
-6.462822979956962810e-02 -8.728331362712571373e-02
-6.577238809829533128e-02 -4.346418715139274691e-02
-6.731708862877604227e-02 -3.844003439845190828e-02
-6.758855421307133349e-02 -3.438982940254480675e-02
-6.755530316986801953e-02 -3.056145880948605079e-02
-7.086404458838989340e-02 -2.448065730791221944e-02
-7.121568653291729389e-02 -2.046623978396415119e-02
-7.079455518560014149e-02 -1.695347493565047686e-02
-6.545387836961064076e-02 -1.642537745355887591e-02
-6.800930170657089324e-02 2.365980208719889802e-02
-7.014375432394552579e-02 2.832893238885737103e-02
-7.013743342410742876e-02 3.214108523527044181e-02
-7.181416648892813281e-02 3.652327033459632638e-02
-7.243134789143466923e-02 4.050024979094833666e-02
-7.181191018862612130e-02 4.408637014484150657e-02
-7.057329347531329788e-02 4.752932556975753703e-02
